,ipv4,countries_from_geoip2,provinces_from_geoip2,city_from_geoip2,latitude_from_geoip2,longitude_from_geoip2,status_from_ipapi,country_from_ipapi,countryCode_from_ipapi,region_from_ipapi,regionName_from_ipapi,city_from_ipapi,zip_from_ipapi,lat_from_ipapi,lon_from_ipapi,timezone_from_ipapi,isp_from_ipapi,org_from_ipapi,as_from_ipapi
115,159.65.41.104,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
116,118.24.212.114,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
117,45.230.172.101,墨西哥,Sinaloa,库利亚坎,24.7101,-107.5458,success,Mexico,MX,SIN,Sinaloa,Culiacán,80025,24.6823,-107.2749,America/Mazatlan,Opsicome SA De CV,Opsicome SA De CV,AS265545 OPSICOME SA DE CV
118,218.14.208.90,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Zhanjiang,,21.3379,110.6,Asia/Shanghai,China Telecom,,AS140312 CHINATELECOM Guangdong province Zhanjiang 5G network
119,51.75.140.169,法国,,,48.8582,2.3387,success,France,FR,HDF,Hauts-de-France,Gravelines,59820,50.9871,2.12554,Europe/Paris,OVH SAS,OVH,AS16276 OVH SAS
120,2.138.82.81,西班牙,Madrid,马德里,40.4165,-3.7026,success,Spain,ES,MD,Madrid,Madrid,28017,40.4163,-3.6934,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA
121,180.76.175.234,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,"Beijing Baidu Netcom Science and Technology Co., Ltd.","Beijing Baidu Netcom Science and Technology Co., Ltd.","AS38365 Beijing Baidu Netcom Science and Technology Co., Ltd."
122,101.127.251.2,新加坡,,Jurong West,1.348,103.7032,success,Singapore,SG,,,Singapore,,1.32429,103.89299999999999,Asia/Singapore,Starhub Internet Pte Ltd,Starhub Internet Pte Ltd,AS4657 StarHub Ltd
123,106.54.44.202,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
124,27.128.168.225,中国,,,34.7725,113.7266,success,China,CN,HE,Hebei,Gaocheng,,37.8957,114.904,Asia/Shanghai,Chinanet,Chinanet HE,AS4134 CHINANET-BACKBONE
125,117.50.65.238,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS9808 Guangdong Mobile Communication Co.Ltd.
126,164.90.157.113,美国,加利福尼亚州,圣克拉拉,37.3931,-121.962,success,United States,US,CA,California,Santa Clara,95054,37.3931,-121.962,America/Los_Angeles,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
127,159.75.115.172,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
128,173.161.87.170,美国,伊利诺伊州,Cicero,41.8395,-87.7555,success,United States,US,IL,Illinois,Westchester,60154,41.8508,-87.8791,America/Chicago,Comcast Cable Communications,Systems Embedur,"AS7922 Comcast Cable Communications, LLC"
129,93.8.5.149,法国,Pyrénées-Orientales,Llupia,42.6207,2.7692,success,France,FR,OCC,Occitanie,Prayssac,46220,44.5004,1.1883,Europe/Paris,SFR SA,SFR User Data,AS15557 SFR SA
130,148.70.89.212,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
131,103.60.137.80,印度,泰米尔纳德邦,金奈,13.0878,80.2785,success,India,IN,TN,Tamil Nadu,Chennai,600118,12.8996,80.2209,Asia/Kolkata,Velocity Internet India Private Ltd,Velocity Internet India Private Ltd,AS134016 Velocity Internet India Private Ltd
132,81.15.191.147,波兰,西里西亚省,Sosnowiec,50.2795,19.1494,success,Poland,PL,24,Silesia,Sosnowiec,41-200,50.2795,19.1494,Europe/Warsaw,Cioch Adrian Centrum Uslug Sieciowych,Centrum Uslug Sieciowych,AS204301 Cioch Adrian Centrum Uslug Sieciowych
133,121.4.53.226,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
134,210.114.22.29,韩国,,,37.5112,126.9741,success,South Korea,KR,41,Gyeonggi-do,Seongnam-si,13606,37.3638,127.12200000000001,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
135,152.32.243.114,韩国,首尔特别市,首尔特别市,37.5985,126.9783,success,South Korea,KR,11,Seoul,Seoul,02878,37.5949,126.9869,Asia/Seoul,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,Ucloud Information Technology,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
136,113.31.147.54,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS4811 China Telecom (Group)
137,205.185.122.102,美国,加利福尼亚州,San Jose,37.3387,-121.8914,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
138,24.216.46.161,美国,乔治亚,雅典,33.9461,-83.418,success,United States,US,GA,Georgia,Athens,30606,33.9461,-83.41799999999998,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
139,103.151.124.160,越南,,,16.0,106.0,success,Vietnam,VN,20,Tinh Thai Binh,Ha Dong,,20.9799,105.78,Asia/Bangkok,112 Thanh Binh,Vson Telecommunication Service Company Limited,AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
140,146.56.240.245,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
141,148.66.129.194,新加坡,,,1.3667,103.8,success,Singapore,SG,,,Singapore,627753,1.32102,103.695,Asia/Singapore,"GoDaddy.com, LLC",Godaddy.com,"AS26496 GoDaddy.com, LLC"
142,159.65.48.97,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
143,64.225.67.170,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
144,160.251.11.226,日本,,,35.69,139.69,success,Japan,JP,13,Tokyo,Shibuya,150-0002,35.6565,139.7,Asia/Tokyo,"GMO Internet, Inc","GMO Internet, Inc.","AS7506 GMO Internet,Inc"
145,82.49.222.39,意大利,Provincia di Taranto,Taranto,40.4644,17.2471,success,Italy,IT,75,Apulia,Galatina,73013,40.1735,18.1663,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
146,5.188.206.101,美国,,,37.751,-97.822,success,Bulgaria,BG,22,Sofia-Capital,Sofia,1000,42.6977,23.3219,Europe/Sofia,e-mail: noc@fastvps.biz,Technology Advanced Investment Limited,AS200391 KREZ 999 EOOD
147,185.36.81.58,立陶宛,Kaunas,考那斯,54.9,23.9,success,Lithuania,LT,KU,Kaunas,Kaunas,44001,54.9038,23.8924,Europe/Vilnius,Tele Asia Limited,UAB Host Baltic,AS133398 Tele Asia Limited
148,205.185.114.83,美国,加利福尼亚州,San Jose,37.3387,-121.8914,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
149,119.45.243.232,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Unicom Guangdong Province network,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
150,162.62.133.8,新加坡,,,1.3667,103.8,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,Shenzhen Tencent Computer Systems Company Limited,Acevillepteltd SG,"AS132203 Tencent Building, Kejizhongyi Avenue"
151,140.143.39.177,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
152,128.116.130.101,意大利,Provincia di Bergamo,Romano di Lombardia,45.5168,9.7478,success,Italy,IT,25,Lombardy,Milan,20121,45.4642,9.18998,Europe/Rome,EOLO S.p.A,EOLO,AS35612 EOLO S.p.A.
153,200.48.37.68,秘鲁,伊卡大区,伊卡,-14.0681,-75.7256,success,Peru,PE,ICA,Ica,Ica,,-14.0641,-75.7292,America/Lima,Telefonica del Peru S.A.A.,Telefonica del Peru S.A.A,AS6147 Telefonica del Peru S.A.A.
154,178.39.207.189,瑞士,Vaud,洛桑,46.516,6.6328,success,Switzerland,CH,VD,Vaud,Lausanne,1004,46.5294,6.6123,Europe/Zurich,Sunrise Communications AG,Sunrise Communications AG,AS6730 Sunrise Communications AG
155,65.49.204.184,美国,加利福尼亚州,洛杉矶,34.0494,-118.2641,success,United States,US,CA,California,Los Angeles,90014,34.0494,-118.2661,America/Los_Angeles,IT7 Networks Inc,IT7 Networks Inc,AS25820 IT7 Networks Inc
156,159.203.7.62,加拿大,安大略,多伦多,43.6547,-79.3623,success,Canada,CA,ON,Ontario,Toronto,M5A,43.6547,-79.3623,America/Toronto,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
157,27.128.173.81,中国,,,34.7725,113.7266,success,China,CN,HE,Hebei,Gaocheng,,37.8957,114.904,Asia/Shanghai,Chinanet,Chinanet HE,AS4134 CHINANET-BACKBONE
158,169.45.169.120,美国,,,37.751,-97.822,success,United States,US,TX,Texas,Dallas,75244,32.9363,-96.8231,America/Chicago,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
159,86.44.116.24,爱尔兰,Leinster,都柏林,53.3331,-6.2489,success,Ireland,IE,L,Leinster,Dublin,D02,53.3382,-6.2591,Europe/Dublin,Eircom Limited,,AS5466 Eircom Limited
160,194.165.16.45,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
161,65.49.20.67,美国,,,37.751,-97.822,success,United States,US,CA,California,Berkeley,94705,37.8581,-122.24700000000001,America/Los_Angeles,Hurricane Electric,"Civic Actions, LLC",AS6939 Hurricane Electric LLC
162,159.75.114.45,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
163,194.165.16.106,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
164,190.90.156.90,哥伦比亚,Antioquia,麦德林,6.2529,-75.5646,success,Colombia,CO,DC,Bogota D.C.,La Candelaria,111411,4.5986,-74.0721,America/Bogota,GTD COLOMBIA S.A.S,GTD COLOMBIA,AS26619 GTD COLOMBIA S.A.S
165,143.198.196.64,美国,,,37.751,-97.822,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
166,143.110.180.238,美国,,,37.751,-97.822,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
167,210.182.169.26,韩国,首尔特别市,Jongno-gu,37.5946,126.9712,success,South Korea,KR,11,Seoul,Yongsan-dong,04371,37.536,126.971,Asia/Seoul,Incheon Technopark,Boranet,AS45403 INCHEON TECHNOPARK
168,64.227.18.146,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,DigitalOcean,"Web.com, Inc.","AS14061 DigitalOcean, LLC"
169,129.28.200.181,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
170,114.231.80.112,中国,江苏省,南通,32.0303,120.8747,success,China,CN,JS,Jiangsu,Nantong,,32.0264,120.8647,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
171,5.188.206.99,美国,,,37.751,-97.822,success,Bulgaria,BG,22,Sofia-Capital,Sofia,1000,42.6977,23.3219,Europe/Sofia,e-mail: noc@fastvps.biz,Technology Advanced Investment Limited,AS200391 KREZ 999 EOOD
172,118.25.94.168,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
173,106.13.28.142,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Foshan,,23.0215,113.12100000000001,Asia/Shanghai,"Beijing Baidu Netcom Science and Technology Co., Ltd.","Beijing Baidu Netcom Science and Technology Co., Ltd.","AS38365 Beijing Baidu Netcom Science and Technology Co., Ltd."
174,171.239.252.155,越南,胡志明市,胡志明市,10.8142,106.6438,success,Vietnam,VN,SG,Ho Chi Minh,Ho Chi Minh City,,10.8326,106.6581,Asia/Ho_Chi_Minh,Viettel Corporation,VIETEL,AS7552 Viettel Group
175,175.190.126.170,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Networks Inter-Exchange,"BeiJing Guoxin bilin Telecom Technology Co., Ltd",AS4847 China Networks Inter-Exchange
176,117.111.1.95,韩国,首尔特别市,首尔特别市,37.5985,126.9783,success,South Korea,KR,11,Seoul,Seoul,02878,37.5949,126.9869,Asia/Seoul,LGTELECOM,Pubnetplus,AS17853 LGTELECOM
177,139.177.199.67,美国,,,37.751,-97.822,success,Canada,CA,ON,Ontario,Toronto,M6G,43.6644,-79.4195,America/Toronto,"Linode, LLC",Linode,"AS63949 Linode, LLC"
178,188.166.22.79,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
179,106.52.117.111,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
180,165.232.161.181,美国,,,37.751,-97.822,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
181,106.13.47.10,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Foshan,,23.0215,113.12100000000001,Asia/Shanghai,"Beijing Baidu Netcom Science and Technology Co., Ltd.","Beijing Baidu Netcom Science and Technology Co., Ltd.","AS38365 Beijing Baidu Netcom Science and Technology Co., Ltd."
182,103.23.102.3,印度尼西亚,中爪哇省,Semarang,-6.9932,110.4215,success,Indonesia,ID,JT,Central Java,Sekaran,,-7.0490699999999995,110.396,Asia/Jakarta,Universitas Negeri Semarang,UNNES,AS58400 Universitas Negeri Semarang
183,134.209.77.218,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
184,103.88.253.88,印度尼西亚,,,-6.175,106.8286,success,Indonesia,ID,JK,Jakarta,Jakarta,,-6.2179800000000025,106.814,Asia/Jakarta,Sampoerna Telemedia Indonesia,,AS55665 PT Sampoerna Telemedia Indonesia
185,43.226.155.16,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Guangzhou Shi,,23.379,113.76299999999999,Asia/Macau,CHINANET Liaoning province Dalian MAN network,Shenzhen Qianhai bird cloud computing Co. Ltd.,AS134762 CHINANET Liaoning province Dalian MAN network
186,49.232.12.131,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
187,134.175.146.231,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
188,42.159.155.8,中国,上海,上海,31.0449,121.4012,success,China,CN,SH,Shanghai,Pudong,,31.228,121.47399999999999,Asia/Shanghai,"Shanghai Blue Cloud Technology Co., Ltd",Microsoft Azure Cloud (chinaeast),"AS58593 Shanghai Blue Cloud Technology Co.,Ltd"
189,122.205.143.89,中国,,,34.7725,113.7266,success,China,CN,HB,Hubei,Hankou,,30.6219,114.37100000000001,Asia/Shanghai,CERNET,,AS4538 China Education and Research Network Center
190,130.61.100.68,德国,Hesse,法兰克福,50.1049,8.6295,success,Germany,DE,HE,Hesse,Frankfurt am Main,60326,50.1049,8.6295,Europe/Berlin,Oracle Corporation,Oracle Cloud Infrastructure (eu-frankfurt-1),AS31898 Oracle Corporation
191,49.232.167.99,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
192,188.166.43.209,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
193,118.172.239.110,泰国,Nan,Tha Wang Pha,19.0961,100.8162,success,Thailand,TH,31,Buriram,Buriram,31180,14.9952,103.1088,Asia/Bangkok,TOT Public Company Limited,TOT Public Company Limited,AS23969 TOT Public Company Limited
194,13.92.232.23,美国,弗吉尼亚州,Washington,38.7095,-78.1539,success,United States,US,VA,Virginia,Ashburn,20149,39.0438,-77.4874,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
195,122.54.199.123,菲律宾,Metro Manila,马尼拉,14.6019,120.9896,success,Philippines,PH,00,Metro Manila,Manila,1006,14.5965,120.9786,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Company,AS9299 Philippine Long Distance Telephone Company
196,140.249.50.143,中国,,,34.7725,113.7266,success,China,CN,SD,Shandong,Xintai,,35.894,117.925,Asia/Shanghai,"Qingdao, ",Chinanet SD,"AS58541 Qingdao,266000"
197,181.225.2.64,阿根廷,Chubut,里瓦达维亚海军准将城,-45.6083,-67.75,success,Argentina,AR,U,Chubut,Comodoro Rivadavia,9000,-45.6083,-67.75,America/Argentina/Rio_Gallegos,Telefonía Pública y Privada S.A.,Telefonía Pública y Privada S.A,AS52232 Telefonía Pública y Privada S.A.
198,179.43.176.42,瑞士,Zurich,苏黎世,47.3667,8.55,success,Switzerland,CH,ZH,Zurich,Zurich,8005,47.3682,8.5671,Europe/Zurich,Private Layer INC,Private Layer Inc,AS51852 Private Layer INC
199,216.10.242.121,印度,,,20.0063,77.006,success,India,IN,MH,Maharashtra,Mumbai,400001,19.1146,72.8959,Asia/Kolkata,PDR,P.D.R Solutions FZC,AS394695 PDR
200,175.160.41.224,中国,辽宁,沉阳市,41.7806,123.4312,success,China,CN,LN,Liaoning,Shenyang,,41.7806,123.4314,Asia/Shanghai,China Unicom Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
201,179.113.98.197,巴西,Sao Paulo,São Paulo,-23.627,-46.635,success,Brazil,BR,SP,Sao Paulo,São Paulo,01000,-23.6283,-46.6409,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Vivo,AS26599 TELEFÔNICA BRASIL S.A
202,85.24.163.127,瑞典,Kronoberg County,韦克舍,56.8777,14.8091,success,Sweden,SE,G,Kronoberg County,Vaxjo,352 42,56.8746,14.8124,Europe/Stockholm,Bahnhof Internet,Bahnhof AB,AS8473 Bahnhof AB
203,77.39.8.64,俄罗斯联邦,Stavropol’ Kray,Stavropol,45.0428,41.9734,success,Russia,RU,STA,Stavropol’ Kray,Novoaleksandrovsk,356000,45.4929,41.2182,Europe/Moscow,Stavropol branch of OJSC Rostelecom,OJSC Rostelecom Macroregional Branch South,AS12683 PJSC Rostelecom
204,121.154.229.125,韩国,Jeollabuk-do,Gunsan,35.9786,126.7114,success,South Korea,KR,45,Jeollabuk-do,Gunsan,54117,35.9812,126.712,Asia/Seoul,KORNET,songseunggeun,AS4766 Korea Telecom
205,103.73.102.247,巴基斯坦,,,30.0,70.0,success,Pakistan,PK,PB,Punjab,Lahore,54000,31.5169,74.3435,Asia/Karachi,KK Networks (Pvt) Ltd,,AS136969 KK Networks (Pvt) Ltd.
206,128.199.83.102,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
